artist,title,year_released,rating,review,genre,query,album_id,my_track,my_album,my_artist,my_label,artist_orig,title_orig,year_released_orig,rating_orig,review_orig,genre_orig,query_orig,album_id_orig,my_track_orig,my_album_orig,my_artist_orig,my_label_orig,artist_norm_orig,my_artist_norm_orig,title_norm_orig,my_album_norm_orig
An Albatross,Blessphemy (of the Peace-Beast Feastgiver and the Bear-Warp Kumite),2006,5.6,"just wax live upper pretty more second occasional ritualistic his mistaken dry classic away amazing instrumental lofty inner only another much devout unstable high other minute less most shocking all myopic similar hyperbolic two viable such mean new technical funny down smooth menacing little full artistic one shrill sacred brief these flattened whose pithy surprising Philly band attempts to translate their excellent live set to wax on this, their second album.",Experimental / Rock,bassline nintendocore metal disco noise rock,798,Go Outside,Cults,Cults,ITNO/Columbia,Cults,Cults,2011,8.5,"young still just work subject major live possible good pretty more lead its stale versed varying long enough cutting deep outside effective sweet big away textural which well universal giving much sonic even relatable positive powerful youthful other entire minute varied perfect kind moved signed life future sunny frustrated vocal first teenage new precocious communal memorable mean trying little dreaming rapid formal mature one brief addicted these last next forward pure daily dreamy main half adult Following their Internet hit ""Go Outside"", Cults prove they have the dexterity and songwriting to make a varied and memorable album.",Rock,pop dreamy bounce world,4232,,,,,cults,,cults,
Ana Roxanne,~~~ EP,2019,7.3,"equal young still restful day proportional rainy time more private its long her empty quiet available low digital final informal cosmic feeling outward musical ethereal soothing close past utilitarian training much soft third quality warm top kind glassy small short personal background every misty intimate sparkly modern vocal fuzzy right such individual formal serene gentle open anonymous traditional particular wavering distant intermittent The Los Angeles-based ambient musicianâ€™s EP is restful and restorative, using lo-fi tones and textures to create a work that subtly transcends.",Experimental,cosmic warm rainy funk ethereal intimate analog pop ambient,807,Bulletproof,La Roux,La Roux,Polydor Records,La Roux,La Roux,2009,7,"indelible bizarre inspiring just work whole precious emotional ecstatic ridiculous promising very far pretty more its enough better concerned gauzy solid same single fun contemporary sharp emblematic which nearby light excellent best even demonstrative most all icy hollow key obsessive minor expressive vocal real creeping lyrical little bountiful derivative creepy instant mature one irresistible level illicit front spoken each This record ofÂ unapologetically derivative 80s synth-pop is already a sensation in the UK, boasting a pair of hit singles.",Electronic / Rock,balearic pop gospel remix,10703,,,,,la roux,,la roux,
Ana da Silva,Island,2018,7.3,famous either sour hard native early good original typical more its folded thick psychedelic low fit same inside adjacent collaborative productive dark instrumental cleared only light training cynical unsteady even compelling searching overall other bright common experimental less most quality both kind two all natural neither middle similar melodic easy vocal interested strongest new left wiry intended one these late detached inspired cut each A collaboration between the Japanese electronic artist and the Raincoats founding member lands at the natural middle of each musician's sensibilities.,Experimental,world experimental dark comic drone punk healing,808,Hunnybee,Sex & Food,Unknown Mortal Orchestra,Jagjaguwar,Unknown Mortal Orchestra,Sex & Food,2018,7,"young just deeply home far good pretty more ghostly its eerie tame unknown master his old chilly inward musical away which minimal bleak internal even high other third fourth pervasive creative quality opposite both emaciated surprising black kind new ready down creepy one mortal true these calm level spiritual radical romantic exhausting freezing psychiatric deranged half gorgeous Ruban Nielsonâ€™s mildew-covered fourth record continues UMOâ€™s long journey inward, pinballing between love and indifference, bops and dirges, pop and its opposite.",Rock,folk outsider world disco funk abstract pop romantic rock vintage soul minimal otherworldly,21668,,,,,unknown mortal orchestra,,sex food,
Anaal Nathrakh,The Codex Necro,2021,8,"computerized human horrific whole insane live early more its opened available unspeakable fit nightmarish digital same parallel musical uneasy clear which another sonic much powerful distressing uncomfortable potential most both black brutal extreme industrial merciful first crying new superhuman provocative individual promised one these sinister impossible electronic The Birmingham duoâ€™s 2001 debut introduced their nightmarish hybrid of black metal, grindcore, and electronic music. On a new reissue, it sounds as extreme and subversive as ever.",Metal,hardcore metal industrial punk electronic grindcore,809,Kyoto,Punisher,Phoebe Bridgers,Dead Oceans,Phoebe Bridgers,Punisher,2020,8.7,"desperate blooming work time party native home wide stunning very passing dissolving long second its wistful burning master casual born psychedelic his low deep outside same old single breezy able only light much inescapable most two baby wrong sad house vivid first actual new individual ready down nautical full abusive one distinct candid least these male spiritual steady upbeat insistent aware established her otherwise each On her marvelous second album, Phoebe Bridgers defines her songwriting: candid, multi-dimensional, slyly psychedelic, and full of heart. Her music has become a world unto itself.",Folk/Country,house wistful steady,15116,,,,,phoebe bridgers,,punisher,
Anaal Nathrakh,Vanitas,2012,7,"glorious time more seismic long dismissive master outside unintelligible unencumbered old unrepentant both black two brutal extreme heavy such driven little fearless interesting twisted challenging true last half each screaming still work live early later latest instrumental several only another much even brilliant short frightening industrial mean serrated complicated fine sudden previous convulsive literary horrifying his familiar feeling unexpected complex stylistic soft poetic less neither first aggressive shrieking impressive rare one invisible next impossible clean capable its wheezing enough fit classic chance best high evocative most intense kind real new sure trying additional these strange Anaal Nathrakh's albums are labyrinths of hyperactivity and idiosyncrasy. Challenging and evocative, the industrial-tinged British grindcore band's latest album is a thrill ride of horrors and unexpected hooks.",Metal,metal metalcore noise industrial grindcore,810,Lost In Yesterday,The Slow Rush,Tame Impala,Universal Music Australia Pty. Ltd.,Tame Impala,The Slow Rush,2020,8,"famous lonely just detailed specific skinny whole time party early literary more groovy head tame second following used better eternal his same unconventional old single fastidious contemporary opening close past well only slight internal bad clever fourth fast less portable worst lost all slow every house easy first adult trying ready working changing five one west rare intended strong last acid late present whose different her alone cut On his fourth album, Kevin Parker takes a breath and eases into a smoother psychedelic sound. Even without the adrenaline-filled highs, the compositions are as rich and thoughtful as ever.",Rock,meditation rock house soul trance,18748,,,,,tame impala,,the slow rush,
Anand Wilder,I Donâ€™t Know My Words,2022,6,"half previous still work promising relaxed home far very more merry later its animal long ok second worthy following enough free rudimentary his pleasant single contemporary leading musical lofty intriguing amazed accompanying which well another routine light relatable unfortunate round beginning high alive other less most lost two all life house waiting heavy domestic first such new real ready great grave down goofy bold uninhibited one selected married least supposed last late forward cheap mountain alone The former Yeasayer member returns with a refreshingly uninhibited, occasionally undercooked set of 1970s-style singer-songwriter music.",,folk drone rock house pop,813,Go Down on You,Love Is the Law,The Memories,Gnar Tapes,The Memories,Love Is the Law,2013,5.8,"tough just ridiculous insane relaxed gold time long eloquent southern enough thick rudimentary sweet breezy big ethereal complex which lush another crazy elaborate best large simple minute mellow warm most mixed short two baby similar easy mean ready funny down rapid interesting one strong these next last thin inexcusable white whose strange her overt White Fang offshoot the Memories make short, punchy rock songs about love and smoking weed.Â Love Is the Law, their follow-up to the enjoyable The Memories, proves that thereâ€™s a razor-thin line between sweetly simple and facepalmingly dumb.",Rock,warm rock ethereal lush punk,20060,,,,,the memories,,love is the law,
Anasazi,Calculating Components and Compound Formulas for Mass Population Reconstruction,2001,2.6,unforgiving work vicious longer native wide original seven more its animal scattered enough smarter obvious economical deep his dry literal unforgivable bland ancient other unfeeling known creative blunt most short all life red terrible vivid right makeshift murky sure lethal one challenging these four cryptic complete present premeditated north nan,Metal,hardcore murky sleep drone,815,Lucky,Water,Dehd,Fire Talk,Dehd,Water,2019,7.7,just either work hard plastic longer good more current long bumpy enough effortless his puffy prior away winter well only which written best extra overall other third simple plain less personal lucky kind both two life natural melodic baby easy stacked first total crucial watertight average new lyrical left right prolific great little cool independent strong one these four level late romantic possible north her elastic booming The Chicago indie-rock trio scrape away 90 percent of what goes into a guitar album and come away with something effortless and uncomplicated.,Rock,saturated pop romantic rock,5032,,,,,dehd,,water,
Ancestors,Neptune With Fire,2008,7.7,"dusty game upward just extended day hard time early good far more wobbly second head colossal its mammoth final same steel reminiscent big away rewarding opening able well only which grinding perceptible much even pink female straightforward simple scant outer both slow kind two all formulaic brutal informed monotone crawling easy first staggering weak real sure lengthy five interesting serious slippery half otherwise Combining the straightforward thickness of Corrosion of Conformity with the spaciness of Hawkwind, this L.A. five-piece shows much promise on their debut full-length.",Metal / Rock,bassline corrosion blues workout rock sleep swing,823,7/4 (Shoreline),Broken Social Scene,Broken Social Scene,Arts & Crafts,Broken Social Scene,Broken Social Scene,2005,8.4,just whole muted alone good its uncanny mumbled folded better casual ambitious his expanding classic away static only another shaky stiff third exacting wily other social perfect top status lost all key veritable first risky trying broken new tasteful down sloppy unabashed full direct woozy five one worse understated addicted rabid true warning mad spare half each symbolic Expectations are a bitch. Ask J.D. Salinger. Or George Lucas. Or Kevin Shields. After Broken Social Scene stumbled out ...,Rock,workout breaks flowing rock,2836,,,,,broken social scene,,broken social scene,
Anciients,Heart of Oak,2013,6.8,"astounding manageable skillful immediate muscular time alone early good very grim more its unnecessary enough foreboding psychedelic fleeting righteous effective sticky sweet longest proper big musical chief instrumental international several emblematic only best even seeming bad excellent other nine difficult soulful minute electrifying warm approachable short two all diverse hyperbolic frustrated easy vocal consistent exhilarating technical predictable extraneous left trying exciting complicated great one tender these dense late excessive exhausting acoustic tangential half cut Vancouver metal quartet Anciients' debut album is as excessive as that second ""i"" in their name, but they compensate for excess with excitement, playing with the hookiness of Baroness and the warm sticky riffs of Torche.",,tribute hardcore metal tender dense warm metalcore rock pop,825,Young Folks,Writer's Block,Peter Bjorn and John,Almost Gold Recordings,Peter Bjorn and John,Writer's Block,2006,8.5,"just time more better electric odd amazed simplistic sonic ringing classical third both certain two infectious such heartbroken last upbeat dreamy imperial each studied latest quiet solid usual past sharp only dramatic written pink alive flaming focused melodic caustic separate expected fundamental acoustic near playful second hopeful his aspiring same familiar crystalline soft other singular notable perfect icy sentimental highest first one poor young inviting bleary its deep single big chance textural attentive exemplary most glassy jagged all actual new full nasal these coy her Stockholm trio Peter Bjorn and John branch out on their latest LP, exploring everything from lo-fi 1980s electronics and shoegaze guitars to slacker beats and icy dreamscapes. The result is their most focused and fully realized album yet, and one of the better pop albums we've heard this year.",Rock,poetry shoegaze noise classical hopeful soul pop dreamy rolling,15028,,,,,peter bjorn and john,,writers block,
Anderson .Paak,Oxnard,2018,7,"still day just stuffed languid muted wide more stilted its long artless enough loose piercing comforting his sweet fun breezy enjoyable enduring militaristic sharp marked past forgivable mythical much best even whining powerful high stiff glaring most black all petty two easy right crucial crispy golden mean down left little rare suggestive instinctive these silky last political present possible front effortless initial overt The rapping, singing, and drumming polymath approaches the funk canon from a rap perspective, offering a wide-angle portrait of Los Angelesâ€™ hedonistic landscape.",Pop/R&B,funk rap pastel anime masculine,829,"Steady, As She Goes",Broken Boy Soldiers,The Raconteurs,,The Raconteurs,Broken Boy Soldiers,2006,7.3,"equal just time more living low material both black small two red nimble beneficial heavy tribal limited visual honest established party corporate still lead only another much valiant even relative short working significant cheap favorite gigantic psychedelic his same manic thrilling extra fruitful other status subtle intimate first ominous refreshing broken recent one understated tired longer its head enough deep cold single classic striking trick raw devout best minute most kind all modern real new sure trained these steady white The White Stripes' Jack White heads this Midwest supergroup, which also includes fellow Michigander Brendan Benson and the rhythm section from I-75 commuters the Greenhornes.",Rock,blues drone rock distorted steady intimate retro raw pop worship,20341,,,,,the raconteurs,,broken boy soldiers,
Andrew Bird,Hands of Glory,2012,7.3,"dusty specific disparate handsome inventive live very biblical secular its empty long loose spry born his same old longest mournful musical intriguing lovely well weighty which only curious rustic much western searching quality relative most kind two neither subdued vocal ominous such new bouncy down careful full gentle intended one these spiritual stoic white different academic each Andrew Bird follows March's poppy, elegantÂ Break It Yourself withÂ Hands of Glory, a set of rustic songs recorded during loose sessions at his western Illinois barn. Bird and his band cover country tunes, strip down their own originals, and explore weighty Biblical themes.",Rock,soundtrack gospel country soul airy pop bouncy violin otherworldly,843,The Modern Age,Is This It,The Strokes,RCA Records Label,The Strokes,Is This It,2001,9.1,"inspiring near unbridled major early good pretty more passing second assured enough same approaching classic big musical ethereal which only even inevitable other conversational simple plain brilliant status all two life stark frustrated refreshing new great down changing bold these four jealous greatest last annual raging present pleased lying Hype. It's a bitch. Ascending mediocre bands to heights of unwarranted popularity, and smacking the truly great down to ...",Rock,rolling ethereal punk rock,20580,,,,,the strokes,,is this it,
Andrew Bird,Inside Problems,2022,7.4,"still work urbane relaxed inviting good tempting its interior concerned spectral his same fixed familiar cozy inside faithless patented away uncharted past which customary well even common fourth social both small formidable modern muffled direct working artful cheerful hot these cerebral last true steady repeated inspired whose her primitive Working with a few key collaborators, the singer-songwriter delves into inner turmoil and late-night anxieties. But they play with a relaxed touch, creating a cozy, inviting atmosphere.",Rock,world jazz steady pop violin,845,When U Love Somebody,Mouthfuls,Fruit Bats,Sub Pop Records,Fruit Bats,Mouthfuls,2003,7.1,"willing game just day still economy live global good exact second enough southern his pleasant lazy feeling classic drunk musical opening able plus well slight which evening giving dead shiny even much meandering dull high entire delicate experimental magic outer slow all hollow two similar stronger red right bent grateful real new south sleepy down lyrical great little mighty plaid subversive these lacking glass acoustic half unfair In this age of file-sharing and do-it-yourself promos... woah, man, I just got the craziest feeling of d\xE9j\xE0 ...",Rock,folk pop experimental glitch,7004,,,,,fruit bats,,mouthfuls,
Andrew Bird,My Finest Work Yet,2019,7.6,"human civil just work time beautiful gigantic pretend unrestrained seven more irreverent lead playful long its flat fit his haggard single fun away opening instrumental past referential clear standing sorrowful which another light even chuckling common difficult bright other condemned most both life all informed obsessive right actual proof ready funny down little promised whistling interesting intended stumbling latter particular fading acoustic surprising After a string of releases that sometimes felt like hearing Bird think himself in circles, the singer-songwriter relaxes into his most plainly and darkly funny album in a long time.",Rock,drifting rock,846,Need Your Love,Swimmer,Tennis,Mutually Detrimental,Tennis,Swimmer,2020,6.9,"young just external good crisp seven telling more its long enough personable better toxic rough sweet upsetting fifth breezy humble unable continuing scarce prim inner another only even snappy soft forgettable bright halting most black swift all limber divisive domestic nostalgic voluptuous pliable new driven down audacious tropical interesting five one challenging last sea pure dreamy her each The duo continue their drift from lo-fi throwbacks to crisp modern pop, while maintaining the preoccupation with marital love that has animated their records since the beginning.",Rock,world tropical rock crisp nostalgic pop dreamy,18918,,,,,tennis,,swimmer,
Andrew Bird,Noble Beast,2009,7.5,"game still detailed tonal stuffed live time fussy early far pretty more captivating long head its engaging free retired better blank his cumbersome old inside odd opening former which noble another well much rustic even western powerful high simple straightforward quality most moved unpredictable wandering important uncommon similar modern useless new frequent mean working full interesting one unhurried supposed traditional particular organic fitting spooky aware acoustic electronic alone weak ugly A detailed, patient grower in an era of overstuffed instant pleasures, the sound and tonal quality on Andrew Bird's latest album is often as important as the notes he plays or the words he sings.",Rock,electronic bassline violin drifting,847,Oh Ana,Touch Up,Mother Mother,Last Gang,Mother Mother,Touch Up,2007,6.6,"mere just work major combined mother capable pretty more ironic long its enough free loose earnest slanted jittery quirky isolated plodding several close which only well lush violent lax dramatic best snappy even female enchanted entire straightforward most endearing unhealthy black all two dirty eccentric spirited vocal forged such refreshing strongest ready coincidental goofy supernatural full five one worn next these least greatest wise white intriguing acoustic disastrous Vancouver-based indie rock band offers acute, snappy pop songs with no discernible signs of the elbow grease it took to craft them.",Rock,folk jittery rock lush punk pop comedy,13302,,,,,mother mother,,touch up,
Andrew Bird,Soldier On EP,2007,7.7,"acoustic specific melancholy live early various very good more basic long eerie thorny his mistaken same popular electric mournful instrumental past able giving much minimal common nice other third sparse genuine most notable slow two worth all splattered vocal first limited new average down little full artistic whistling crowded one swimming mortal remarkable least last level quick marked eight each This lengthy EP compiled to coincide with his latest round of eco-friendly touring gathers a demo, a remix, and many other artifacts from Andrew Bird's past couple of years of recording.",Rock,cabaret remix blues minimal jazz pop ambient violin,849,Canyon Moon,Fine Line,Harry Styles,Columbia,Harry Styles,Fine Line,2019,6,acoustic just emotional good capable more second enough better psychedelic his illuminating primary cosmic invincible adored single mystic touching musical lovely sharp which only another even alluring most both all every background right actual refreshing charming new golden great little left exciting artistic one least weird fine incredible glass strange spare Harry Styles hides himself inside of a mystic pop-rock record that keeps us away from who he is as a songwriter and fledgling rock star.,Pop/R&B,folk cosmic rock soul pop rolling,7989,,,,,harry styles,,fine line,
Andrew Cedermark,Home Life,2013,7.2,"sizzling day philosophical work holistic home early current second its head enough southern available his old literal droopy stinging former which simultaneous relatable even quaint powerful other most warm both all life background queasy such new real limited lyrical false one crowded latter next these bashful honest pure north each The rigors of touring resulted in Andrew Cedermark parting ways with Titus Andronicus. His second solo LP, the warm, shuffling, country-paced Home Life, finds him playing up the existential and philosophical issues that make â€œhomeâ€� one of the most powerful and commonplace concepts in pop music.",Rock,warm pop country rock,852,Juicebox,First Impressions Of Earth,The Strokes,RCA Records Label,The Strokes,First Impressions of Earth,2006,5.9,confident just desperate time more eager scruffy meaningful evening potential third both certain two red such proof numerous true fascinating concise prickly dogged half ragged screaming still early loose cutting solid clogged only even dynamic large creative top focused short unsure insistent possible previous remaining his physical complex which light sporting bad other posthumous important first right impressive taut one tedious persistent late decent human seven its deep leading big dominant all new trying sloppy grating five these otherwise nan,Rock,world metal rock sleep punk christmas,20578,,,,,the strokes,,first impressions of earth,
Andrew Coleman,"Everything Was Beautiful, and Nothing Hurt",2001,8.8,"vocational still just knowing frantic beautiful longer time very early far mother hurt its better piercing exuberant bouncing low final his honking antiquated musical former routine weighty crazy comfortable poetic less warm spacious lost all two wounding background abandoned fuzzy such oval appropriate encrusted shrill one these four agitated cracked fascinating white electronic lazy gorgeous Those choke-hazard tchotchkes Animals on Wheels no longer fascinate Andrew Coleman. Drill-n-bass has lost its appeal, too, over the years ...",Electronic,world ninja warm clarinet spacious noise drone downtempo breakbeat electronic exuberant,854,Tighten Up,Brothers,The Black Keys,Nonesuch,The Black Keys,Brothers,2010,7.7,"just still time very good more its playful long everlasting loose psychedelic his same content learned striking drastic material former well only another light sonic stylistic even best western much high skeptical creative most both black two natural all heavy vocal first new afraid great little working shimmering one fresh subsequent these next latter complete main surprising cut green After working with Danger Mouse on their last full-length, Black Keys sound re-energized and playful on their loosest record in years.",Rock,motown shimmering rap blues rock,19174,,,,,the black keys,,brothers,
Andrew Duke,Sprung,2002,6.8,"gloomy still either time early wide far more its perpetual used clanging occasional outside his receding cold mental inside popping enjoyable opening complex static only joyous light dead melodramatic much due cut bleak overall other alive warm most kind black top all every heavy first repetitive new driven trapped iron assorted horrible massive one dense these rusty inspired possible proper each A line from the ridiculously melodramatic but still quite enjoyable Godspeed You Black Emperor! track ""Dead Flag Blues"" goes, ""We ...",Electronic,soundtrack techno warm dense blues abstract pop metal grime electro,855,Killing Lies,First Impressions Of Earth,The Strokes,RCA Records Label,The Strokes,First Impressions of Earth,2006,5.9,confident just desperate time more eager scruffy meaningful evening potential third both certain two red such proof numerous true fascinating concise prickly dogged half ragged screaming still early loose cutting solid clogged only even dynamic large creative top focused short unsure insistent possible previous remaining his physical complex which light sporting bad other posthumous important first right impressive taut one tedious persistent late decent human seven its deep leading big dominant all new trying sloppy grating five these otherwise nan,Rock,world metal rock sleep punk christmas,20578,,,,,the strokes,,first impressions of earth,
Andrew Hung,Rave Cave 2 EP,2015,7.2,"intricate drab game previous still work hard inviting time childlike wide original more second its imperfect ambitious his happy choppy electronic reminiscent lingering musical opening conflicting accompanying sharp which intentional somber raw another much sonic overall high bright joint seamless personal intense top bored confusing two life subtle key richer heavy aching repetitive refreshing heady down smooth strong one hanging calm latter thumping echoing these excessive cheap acoustic north half initial Andrew Hungâ€™s piercingly electronic Rave Cave 2 is an ambitious and autobiographical effort. Throughout the EP, he emulates the juxtaposing elements found in youth, a time in life when everything is confusing and you have to navigate a path through conflicting options.",Electronic,syncopated melancholic swing raw electronic dub,856,One Way Trigger,Comedown Machine,The Strokes,RCA Records Label,The Strokes,Comedown Machine,2013,6.1,"flabby young deeply still unmistakable time laughing appealing lousy indestructible more orange long tidy fit lovable elastic chic same happy prior classic fun antsy only another much musty due soft labored rhythmic minute contradictory kind slow two all first total new trying cool great regular tight functional interesting one awkward numerous next weird last least inhuman satisfying exhausting different leather effortless half otherwise The Strokes' fifth album is more immediately appealing than their last two records as they sound like theyâ€™re genuinely trying here, and having fun. At times it feels like a mixtape the Strokes made for themselves: 11 songs, 11 different genre experiments.",Rock,pop funk latin rock,20577,,,,,the strokes,,comedown machine,
Andrew Hung,Rave Cave EP,2015,7,"game near just specific work seasick pretty enough thick loose rough his unconventional biggest abrasive extension collaborative increasing sharp grinding irrepressible high other quality intense most choice slow portable obsolete top two all extreme industrial easy aggressive convenient down driven plane recent uninhibited massive one brief fresh last cheap half gorgeous On the Rave Cave EP, Andrew Hung (one half of the duo Fuck Buttons) revisits his fascination with cheap, pared-down tools. In this case, that makes replacing the intense polish of the duoâ€™s most recent album Slow Focus with music programmed on a Game Boy.",Electronic,industrial glitch swing,857,Gratisfaction,Angles,The Strokes,RCA Records Label,The Strokes,Angles,2011,5.9,"just subject work still satisfied generous time live muted ironic more scummy its floating uncanny enough living available better liquid empty his distant mistaken familiar content smart single roaring collaborative dark away unlikely big crystalline which only another limping dead much even written surprised other third fourth both black all every two petty first right revised new trying cool sure democratic down expected one worse visual these last condescending late white marked electronic tough The Strokes return after a lengthy hiatus following the disappointing First Impressions of Earth, and they sound fragmented with a lack of purpose.",Rock,world dark vintage floating punk electronic,20576,,,,,the strokes,,angles,
Andrew Pekler,Cue,2007,7.1,"time very various good pretty early basic vertical latest unnecessary its varying free decaying bubbly his disjointed inside old reminiscent cheap striking opening several moving material another pensive even more other bright sterile minute brilliant spacious slow short two all background sad extreme subtle commercial first ominous such new limited bent down left assorted additional five interesting intended one dense hanging these last weird particular steady significant different front electronic alone cut each Experimental electronic musician here is inspired by ""library"" records, taking descriptions of the intended effect for various tracks, building new tracks, and attempting to arrive at the same moods from other angles.",Electronic,drifting spacious dense pop steady electronic electro,858,What Ever Happened?,Room On Fire,The Strokes,RCA Records Label,The Strokes,Room on Fire,2003,8,"prize identical just work knowing time okay very far pretty more lead its head relentless failed his away unable humble rampant only much stylistic extra common bad suspected third contagious simple perfect both slow two middle wrong background all similar melodic infectious silly such new sure great little down lengthy fierce woozy taut one secret latter least last foolish perplexing historical innovative sleepy party Okay, can someone please remind me why The Strokes were such a polarizing force about two years ago? Listening to ...",Rock,pop world rock,20581,,,,,the strokes,,room on fire,
Andrew Thomas,Between Buildings and Trees,2010,7.2,"near just worthwhile very far more second its intimidating quiet casual his forceful pale fragile plus well only which light contemplative best even nice difficult delicate other nine high hesitant singular most both all two wrong fearsome patient easy wispy silly interested individual direct new little full five incapable one invisible stumbling tender anonymous four thoughtful whose sturdy random Kompakt ambient artistÂ collects patient piano melodies and loops and crafts a quiet, delicate winner.",Electronic,pop ambient tender world,859,The Internet of Love (That Way),Sex & Food,Unknown Mortal Orchestra,Jagjaguwar,Unknown Mortal Orchestra,Sex & Food,2018,7,"young just deeply home far good pretty more ghostly its eerie tame unknown master his old chilly inward musical away which minimal bleak internal even high other third fourth pervasive creative quality opposite both emaciated surprising black kind new ready down creepy one mortal true these calm level spiritual radical romantic exhausting freezing psychiatric deranged half gorgeous Ruban Nielsonâ€™s mildew-covered fourth record continues UMOâ€™s long journey inward, pinballing between love and indifference, bops and dirges, pop and its opposite.",Rock,folk outsider world disco funk abstract pop romantic rock vintage soul minimal otherworldly,21668,,,,,unknown mortal orchestra,,sex food,
Andrew Tuttle,Fleeting Adventure,2022,7.6,"disparate time more fleeting low effective old closed rugged well varied mixed silly such fluttering little west fresh palpable radical present inspired work latest temperate musical ethereal instrumental several even drenched vast subdued imaginative balmy murky intricate dusty philosophical final his cosmic same familiar steel winter contemplative singular subtle first absurd centered reserved recent one rare next electronic muted its ambitious reminiscent glistening earthy rustic western most opposite wispy easy new charming direct five these grubby organic pretentious north The Australian composer weaves ambient music and banjo strums into a meditative record, one that gazes upon the natural world with whimsy and joy.",Folk/Country / Electronic,soundtrack folk cosmic world country ethereal murky melancholic airy electronic ambient bluegrass,860,Tap Out,Comedown Machine,The Strokes,RCA Records Label,The Strokes,Comedown Machine,2013,6.1,"flabby young deeply still unmistakable time laughing appealing lousy indestructible more orange long tidy fit lovable elastic chic same happy prior classic fun antsy only another much musty due soft labored rhythmic minute contradictory kind slow two all first total new trying cool great regular tight functional interesting one awkward numerous next weird last least inhuman satisfying exhausting different leather effortless half otherwise The Strokes' fifth album is more immediately appealing than their last two records as they sound like theyâ€™re genuinely trying here, and having fun. At times it feels like a mixtape the Strokes made for themselves: 11 songs, 11 different genre experiments.",Rock,pop funk latin rock,20577,,,,,the strokes,,comedown machine,
Andrew W.K.,Close Calls With Brick Walls / Mother of Mankind,2010,6.8,"whole hard time mother ironic more basic long living earnest content bellowing old roaring close material well sweaty mixed small two introductory such great serious party work live disposable later fun former only another written short every latter least unstoppable possible glass budget gigantic triumphant exact eerie second his same expensive frank incomprehensible which stylistic key tolerable straight first right interested placid one brick four particular level sinister tiny repeated undiminished ill major its single dark big opening best entire minute kind slow all successful throbbing wet actual golden down lyrical left full five these impeccable bitter legal understanding The once Far East-only-- frequently awesome; sometimes experimental-- Close Calls LP is finally released in the U.S., along with a bonus record.",Rock,metal noise dark rock sleep pop ambient,861,Is This It,Is This It,The Strokes,RCA Records Label,The Strokes,Is This It,2001,9.1,"inspiring near unbridled major early good pretty more passing second assured enough same approaching classic big musical ethereal which only even inevitable other conversational simple plain brilliant status all two life stark frustrated refreshing new great down changing bold these four jealous greatest last annual raging present pleased lying Hype. It's a bitch. Ascending mediocre bands to heights of unwarranted popularity, and smacking the truly great down to ...",Rock,rolling ethereal punk rock,20580,,,,,the strokes,,is this it,
Andrew W.K.,I Get Wet,2012,8.6,"bizarre just still work sour major hard time live home far flammable more later long its enough regrettable his sole biggest larger prior fun delicious musical striking which only much compelling even statistical singular opposite kind both senior life obscure two extreme commercial first wet actual new trying deceptive down great technical breakable full five one next last poor fascinating greatest incurable whose daft academic intellectual party outgoing initial Ten years on, Andrew W.K.'s album-length party is still raging, and it's been fleshed out with a deluxe reissue that includes live cuts and demos.Â Whether you consider these songs to be brilliant, brilliantly dumb, or just flat-out dumb, they have lost none of their utility.",Rock,metal fake rock punk pop,862,Call Me Back,Angles,The Strokes,RCA Records Label,The Strokes,Angles,2011,5.9,"just subject work still satisfied generous time live muted ironic more scummy its floating uncanny enough living available better liquid empty his distant mistaken familiar content smart single roaring collaborative dark away unlikely big crystalline which only another limping dead much even written surprised other third fourth both black all every two petty first right revised new trying cool sure democratic down expected one worse visual these last condescending late white marked electronic tough The Strokes return after a lengthy hiatus following the disappointing First Impressions of Earth, and they sound fragmented with a lack of purpose.",Rock,world dark vintage floating punk electronic,20576,,,,,the strokes,,angles,
AndrÃ©s,AndrÃ©s IV,2019,7.6,"tantalizing previous just legendary live connecting native early party more later long seductive its unnecessary free better restless deep outside his same familiar delectable professional classic musical ethereal clear former well dynamic vital known soaring coherent simple opposite most both vernacular all obscure pleasurable house unfair vocal first murky new down working smooth mighty little one latter these last dizzying late four echoing novel jubilant tough eight otherwise gorgeous Eight years after his last album and seven since the crowd-pleasing â€œNew for U,â€� the Detroit house and hip-hop staple shows off his encyclopedic knowledge of soul, disco, and Latin music.",Electronic,motown gospel disco pop ethereal house jazz soul murky,867,Barely Legal,Is This It,The Strokes,RCA Records Label,The Strokes,Is This It,2001,9.1,"inspiring near unbridled major early good pretty more passing second assured enough same approaching classic big musical ethereal which only even inevitable other conversational simple plain brilliant status all two life stark frustrated refreshing new great down changing bold these four jealous greatest last annual raging present pleased lying Hype. It's a bitch. Ascending mediocre bands to heights of unwarranted popularity, and smacking the truly great down to ...",Rock,rolling ethereal punk rock,20580,,,,,the strokes,,is this it,
